AMZN,INTC,GOOGL,AAPL,QCOM
-0.020730712443098907,-0.011340185142222313,-0.019237778827434077,-0.028576023641867156,-0.004723036915496251
-0.023098034313469677,-0.0188128530284652,-0.024989118254069208,9.411321827093872e-05,-0.01430444661730593
0.010543965903045984,0.02075810860921958,-0.002945277334433662,0.01392480796106002,0.011595519049856413
0.006812743422001923,0.018429898619380426,0.0034780581669269337,0.037702516835772734,0.01045646522586427
-0.011818212846576663,0.0019060591202955642,-0.012286410424221992,0.0010719072040183363,-0.0011415143089470023
-0.018765210525503354,-0.004362057080165634,-0.007336319460338324,-0.024949319047948615,-0.011487388974303516
0.011362401522919379,-0.0027359798188747488,0.009490890776214253,0.00883953447938971,-0.00818893616664423
-0.004999925383606865,-0.004118056608917374,0.008196685864345446,-0.003817839379659098,-0.010331381928217035
-0.021785701847138482,-0.00441136640387742,-0.00380221065229295,-0.02751535416380609,-0.011699297787297492
0.013121412443807295,0.007158620879016183,0.012706375701352149,-0.007800424872460646,-0.0012616529324770258
-0.004481375351193831,-0.00992563979996993,-0.0010094131071367648,0.025431019803724732,0.01655459660518686
0.02662551392390612,0.010748346551433176,0.020285458727428995,0.007605296198587139,-0.012355262326630265
0.04303048756082056,0.011718351835776455,0.03197806726875668,0.0256828714181153,0.004390403930249315
0.006648384078202458,-0.012678242207730873,0.008617148526983254,0.005146874437525289,0.0037479222106557805
-0.008777485821223409,-0.01771672637527322,-0.009697203007126325,0.0010615712249586033,0.00600892784315669
-0.009441837797670044,-0.04630059709314581,-0.02936188468071477,-0.03564092136398885,-0.011636091950174862
-0.009301478648609612,-0.012066067519494798,-0.016950542255839002,0.05499269202493905,-0.010927539390686004
0.02556620594212355,0.012797115143250782,0.0015599714568845183,0.03065864991371121,-0.10851145766802003
0.1284951577411822,-0.03479905033673607,0.046297691156273454,-0.014742281737203544,-0.01950121252834184
0.027651274909043663,0.018294107437959492,-0.010002420387648111,0.012468883713479163,0.047981701196472944
-0.0025274044386946505,0.0014847812675794457,0.0020647590629674513,0.00016857720876071466,0.02158737312981429
0.0032953483068290618,-0.0029717703891574817,-0.013592808869794842,0.007640354533964579,0.0
0.024749449103500114,0.010068192836921671,0.00706489163962781,0.0031732803246264795,0.014676714415932934
0.0010425439013168765,-0.019187024243494482,0.007605528785241047,-0.008456533001209675,-0.023828379818936287
-0.009988805463136446,-0.011023139174312873,-0.008644136766358812,0.006620598245344206,0.011389303391931477
0.006549639783657097,0.023113740970043158,0.02034779957226582,0.019029282739208123,0.04586958266753323
0.005734274903962294,-0.004460973940625451,-0.004006831805753156,0.023168310483470164,-0.00071189580852363
0.005396724560128691,0.016993390087433172,0.014778730433717677,0.01257277642329052,0.002560456590882807
0.012279469182702507,0.006862843610930838,0.009387857530200196,0.0048907567708483075,0.006937098676785224
-0.01690344765804021,0.010854727028789675,-0.011221005006939027,0.005884446778614995,-0.001129305597151414
-0.005502150632948626,-0.013623399107057193,-0.004339598226739389,0.006899401747263595,-0.0036790758917679906
0.014953127299228229,-0.0016064260482736878,0.006978267230658704,-0.0020609343713015255,0.00621822241044444
0.012233731324925898,0.005829220819875685,-0.00854588247168796,0.008102546799703186,0.007578983646908078
-0.009217137785500385,-0.019070550081632616,-0.01263018275498811,0.02670685786615805,-0.008142681519782941
-0.0040857805971992005,0.019070550081632522,0.006799262444194961,-0.006260155452038515,0.00604316363750024
0.017750086421046005,-0.013605652055778485,0.015985901851534545,-0.025905801865136437,0.004334155683699031
-0.001480192954986849,-0.00872851166287359,0.02161621098374378,0.01253850264729951,0.004593229594100472
-0.012131502057325954,-0.011958288988873623,0.005954096312147658,-0.01510410172223187,0.00691948512272583
0.014350970685553062,0.024068908132679225,0.021782604313517605,0.0048922636889715525,0.0019977273891578374
-0.0027133535630787142,0.0010270707380739077,0.006543533356327749,0.0020893797502335902,-0.01735431586776271
-0.004926182534487494,0.0007329766508620472,-0.0008037161499938931,-0.006359075325711472,-0.007873502888706415
0.013263447957891236,-0.011496073549919503,0.005354545823782042,-0.016709547435673856,0.0011990831978053638
-0.020159032497072658,-0.01613902334167563,-0.014788004416728957,0.0015019172026096068,0.008073902110903159
-0.004033485993008834,-0.014262113997336909,0.0020924157590591548,0.004256331798186989,0.01664278064055035
-0.024196777168519416,-0.03166983085131139,-0.0251347064673852,-0.020902807543941554,-0.011342538090893039
-0.008534051902949263,0.019678910854106838,-0.007458305903464565,-0.018399708546110855,-0.02272265467044965
0.0212535511173155,-0.04848090175781289,0.009813305118576138,0.01791770339539081,-0.012890467806896337
-0.009827956981600414,0.00421189671744937,-0.014665888398982837,-0.006934393211956913,-0.010579042217503115
0.007446971627442211,-0.0032383447989192634,0.015503073724106574,0.01094402167931721,0.019619786869652198
-0.0038375400993814293,-0.007815083735246907,-0.007201281958070166,0.01658834021786433,-0.002646355655200977
0.00860718380362927,0.009759348767678188,0.015216930479157965,0.011193416544692731,0.005926683776771142
-0.005064316820137323,-0.004867768820040636,-0.004407749893988411,-0.0076182659002670275,-0.0057118533129851936
0.013968008083405509,0.01837279722786464,0.002268257781714468,-0.012589207092949709,0.003002790559707238
-0.008970336159293447,-0.0035194405228776925,0.000743152415828396,0.010351323117817939,0.0003568752045297079
-0.0027229061137439264,-0.01322813287902762,0.02129731999548392,-0.0040961065541576525,-0.015679262518831266
-0.00840217009298414,-0.029665985640562473,-0.01841840033881568,-0.026474133832469295,-0.025922074121475343
-0.009779168016918841,0.006336522785792591,-0.005943553900848106,0.006946155058939152,-0.000818665620835881
0.008700302878289247,0.06187540371808745,-0.010863564415533303,-0.008000365917632112,-0.0019376962390155197
0.010816719567606364,-0.017019005169594755,0.006409332872983102,0.024999298847789866,0.027300175997452134
-0.006669459159605371,-0.006057726160381871,-0.011534091223164946,-0.01547080298304953,0.006656080137402124
-0.004970677906925805,-0.014819858861173419,-0.00943685174525246,-0.0014476438108017744,0.0012971105083046837
0.005373714118467271,0.0,-0.014998447639679151,0.008574801107252793,-0.0212526194066353
0.012785611051357195,0.007437382706441357,0.0048652031908343624,0.016068735341474974,-0.0030943810147478004
-0.00699982896701876,0.007062629678312525,0.0016715500627001738,-0.01057793254386418,-0.006588955912600933
0.017972718131590192,0.0015982103449837114,0.007278079123182462,-0.003259014847503554,-0.0008173881190744563
0.006119746065322534,-0.0022382103668291756,-0.0014951774205696467,0.00761424998524544,0.022783376902264924
-0.0023231845894395517,0.021846681755205453,0.0009484205861574257,0.004257674176064609,0.005073577600701183
-0.0007581600603682015,-0.006283401131586418,0.00018228549604794092,-0.0019688921501174726,-0.006236875681575803
0.007166434569382957,-0.007592570482170934,-0.01628083957664288,-0.0043452566888454594,0.0034858423096859386
-0.004319773554076675,0.04167269640056808,0.0023315641287170886,0.003793271499575008,-0.007421994341160669
0.006731756828067144,0.0012176561626266093,0.0045732911455894035,-0.004823096916370414,-0.008066333976339166
-0.02752274564858864,-0.01224380156137336,-0.020033004139983254,-0.011318469308021889,-0.01177573318610069
0.036471293531836216,0.007975502398334442,0.02188953700170552,0.022588636279061415,0.02246788924010746
0.004278273187188813,-0.009208168193862477,-0.0029518484266812324,-0.0054221970886164615,-0.0010203338834338669
-0.003534025035911305,0.008291157583981182,0.01145506777742804,0.013384146884644088,0.005381439792446398
0.00048731069585386175,-0.010761056956298146,0.014964495256533311,0.008130440854075648,-0.008741314401573436
0.13217787825249433,-0.00838123794859596,0.028646134444133522,0.004693218847239856,-0.001464343503722212
-0.014802343467333005,0.013007306337378045,-0.013230816459771458,0.01802810017571598,0.014403391506510526
-0.02131736386126997,0.015873349156290163,-0.0030960050913292512,-0.015881189367951753,0.0060484055358806564
0.00013974938300099758,-0.0040968117386678,-0.005294213616502155,-0.014815085785140812,-0.014170277593229726
-0.017835166992588386,-0.01023925809873609,-0.022736440963333913,-0.027504787552872886,-0.009804717456478339
0.0025809521223448943,0.026377154512669487,0.004345737931229408,0.02991171444957036,0.006157474373351854
0.000401934017303554,0.0002991772647596214,0.0030434806101237283,-0.001940617725272783,0.009238108980433507
-0.0043826989356931445,-0.0239151703361009,-0.01787643930748517,-0.022790770335740767,-0.009969156604189369
-0.004974483356547764,-0.012951152347078006,-0.014775921000955051,-0.006299610163868266,-0.008224455229951893
0.018393388356178347,0.0007756147135123401,0.012923531027127438,0.0019978429947949987,0.009101648268655664
0.015827049875331768,0.017065522927757308,0.012667563226228416,0.018665521342934095,0.01421962438708578
-0.0019387455007531774,-0.0033592946539787467,-0.005791398537033981,-0.01023872849281427,-0.005200069496191162
-0.004236754922357089,-0.013551177494337662,-0.0130014463846621,-0.0036084659572442335,-0.0038451819423422793
-0.009674975513716082,0.012020486854124882,0.0014097310861697057,0.0011513648914594147,0.013644943319960528
0.012594009209255089,0.010059526987733335,0.017838425048600816,0.023063463445751817,0.011265716296750031
-0.01463418016559434,0.0006064281568505593,-0.004946664706303156,-0.0013968650416611701,0.007628233063211636
-0.0017856308489659235,0.012650771128175038,0.0003293205050069117,0.01096705462361319,-0.009047276865974627
-0.008335841408620322,-0.007812539736793625,0.004763000016862036,-0.0009221548336563061,-0.011425431343613533
0.005085338016643948,0.006614576131411102,0.005863203066242396,-7.688463464358448e-05,-0.004895618129113178
0.01816552774437513,0.005379570654408058,0.007752535853425617,0.010174117212724938,0.011623866258053723
-0.009310404055814318,-0.002985076843453174,-0.004121193958874662,0.00871448700635011,-0.00830950339983889
-0.005063895477071206,-0.010367458197428207,-0.013306783382622806,-0.022277393660510736,-0.0021602946401081944
0.013887653326653067,0.018110200869159987,0.012819757208868342,0.01853568058140916,0.023651195042655365
-0.011305613490178043,0.00886006977313456,-0.00012630477358621726,-0.002008908095305171,-0.005931383015745483
0.006216425721125945,0.013144632080679602,-0.016116765404905576,-0.011447885077641067,-0.01311681195494891
0.003929552228473108,-0.016236734963978063,0.007108103713103964,0.0019554096294467074,-0.0038103500574816805
0.00016242995244021715,-0.018906406105419986,0.008593547935648831,-0.004414679236579787,-0.0009368357259253236
0.012909651614912324,-0.01636400151729642,0.002416069834917816,0.001230390804251141,0.0073270926178453264
-0.013397020644135513,-0.012915308676682053,-0.006504205480492193,-0.005857886336299189,-0.013837061359072976
-0.00893060859559393,-0.014653418860224726,-0.003922926881246817,-0.005503676541098284,-0.009405486564671934
-0.008113396261506036,-0.017105263430074652,-0.011070460083737873,-0.0066289967843187825,-0.014461994841971403
0.004664429291354972,-0.0015987213636971041,-0.0024317465282653826,-0.002977825255092207,-0.006486992885776568
0.01235636159093092,0.01807564672723034,0.019073251661458842,0.011393022180376826,0.007007110295428807
0.005094136563177905,0.0009423591085315753,-0.004643409634572326,-0.0022526905863712718,0.004299169026296627
